Age,Gender,Sleep Duration,Quality of Sleep,Physical Activity Level,Work Hours,Screen Time,Stress Level
53,Male,6.61,Average,Moderate,7.89,9.22,High
50,Male,7.02,Good,Moderate,9.96,8.23,Medium
18,Female,7.43,Good,Moderate,8.79,6.17,Low
32,Female,7.01,Good,Low,8.89,7.46,Medium
30,Female,7.1,Good,Low,5.71,6.42,Medium
34,Female,7.43,Good,Low,9.92,10.0,Medium
41,Female,4.37,Poor,Low,10.52,6.2,High
25,Female,6.5,Average,Moderate,8.71,9.91,High
44,Female,6.87,Average,Moderate,8.67,8.45,Medium
40,Male,7.0,Good,Low,8.2,5.99,Medium
25,Male,6.29,Poor,High,8.5,4.13,Medium
25,Female,6.69,Average,Moderate,8.48,8.14,Medium
43,Male,5.64,Poor,Low,10.12,9.41,High
30,Male,4.37,Poor,High,11.65,9.23,High
56,Female,7.68,Good,High,8.78,9.51,Medium
54,Male,5.14,Average,Low,8.54,10.0,High
45,Male,6.31,Good,High,8.03,7.02,Medium
42,Female,5.6,Good,Low,10.42,8.17,High
33,Female,8.4,Good,Low,4.72,7.88,Medium
19,Male,6.4,Average,Low,8.79,7.82,High
35,Female,6.13,Average,Moderate,7.93,8.54,Medium
34,Female,7.4,Good,Low,8.26,6.87,Low
47,Male,9.0,Good,Moderate,4.99,7.2,Low
56,Female,6.99,Average,Moderate,7.58,5.44,Medium
30,Male,6.05,Poor,Moderate,8.6,8.24,High
49,Female,7.34,Good,Moderate,7.96,8.02,Low
46,Male,4.61,Poor,High,11.54,9.8,High
47,Female,6.56,Average,Moderate,9.68,7.82,Medium
35,Male,8.89,Good,Low,6.36,9.14,Low
30,Female,6.69,Average,Low,6.98,8.1,High
38,Male,6.63,Average,Moderate,11.47,8.73,High
47,Female,6.52,Good,Moderate,8.38,5.04,Low
38,Male,6.03,Average,Moderate,9.3,10.0,High
34,Female,6.88,Average,Moderate,8.41,6.5,Medium
57,Male,7.43,Good,Moderate,7.99,7.69,Medium
36,Male,6.1,Poor,High,7.88,7.65,Medium
32,Female,4.0,Average,Low,11.53,10.0,High
26,Female,7.06,Good,High,10.13,6.56,Low
27,Male,9.0,Average,Low,4.0,4.28,Low
48,Female,6.05,Good,Low,8.99,8.27,Medium
40,Male,4.73,Average,Low,8.92,8.16,High
47,Male,7.31,Good,Low,8.88,9.29,High
50,Male,8.59,Good,Moderate,7.78,7.69,Low
26,Male,7.14,Average,Low,7.71,8.06,High
18,Male,8.57,Good,High,6.5,5.65,Low
52,Male,7.45,Good,High,6.49,9.1,Low
28,Female,7.35,Good,Low,4.82,4.94,Low
51,Male,5.88,Poor,Moderate,8.8,8.65,High
33,Male,6.84,Good,Low,7.9,7.7,Medium
26,Male,6.46,Average,High,8.59,8.69,High
49,Male,6.42,Average,Low,4.65,7.06,Low
32,Male,6.2,Average,Moderate,6.73,5.45,Low
29,Female,6.77,Good,Moderate,6.45,7.75,Low
50,Female,4.94,Average,High,10.16,10.0,Medium
31,Male,7.47,Average,High,8.23,8.02,Low
25,Male,5.45,Good,Low,8.15,8.05,High
25,Male,6.2,Average,Moderate,8.47,6.2,Medium
44,Female,6.9,Good,Low,7.41,6.68,Low
29,Female,5.39,Good,Moderate,12.0,7.54,High
18,Male,4.14,Average,Low,10.4,8.82,High
57,Female,6.04,Average,Low,8.45,7.82,High
59,Male,4.78,Poor,Low,9.24,6.37,High
28,Male,7.35,Good,Low,5.37,6.21,Low
56,Female,5.12,Poor,Low,10.66,10.0,High
48,Female,8.28,Good,Moderate,6.4,6.8,Low
34,Female,6.49,Good,Low,8.04,7.62,Medium
50,Female,6.57,Average,High,8.65,7.27,Medium
49,Female,4.12,Poor,Moderate,8.99,8.85,High
46,Male,6.67,Poor,Moderate,10.45,7.79,Medium
38,Female,6.4,Good,High,6.42,2.88,Low
38,Male,4.94,Poor,High,12.0,10.0,High
57,Female,6.6,Poor,Low,8.38,9.31,High
40,Male,6.02,Good,Moderate,8.52,6.32,Medium
23,Female,6.24,Good,Moderate,9.57,6.53,Medium
39,Female,6.53,Average,High,8.05,7.79,Medium
55,Male,5.93,Poor,Moderate,10.19,9.23,High
54,Female,6.8,Good,Moderate,8.57,9.22,Medium
25,Male,6.4,Average,Low,9.46,8.12,High
58,Female,7.07,Good,Low,9.18,10.0,Medium
52,Male,5.87,Poor,Moderate,8.92,7.92,Medium
28,Male,5.22,Poor,High,10.94,10.0,High
41,Female,5.65,Average,High,9.97,8.71,Medium
38,Female,8.23,Good,Moderate,8.37,6.56,Low
19,Female,7.65,Good,High,6.91,6.28,Low
57,Female,7.96,Good,Low,8.68,9.06,Medium
36,Female,8.04,Good,Low,6.03,6.75,Low
56,Male,5.94,Good,Low,6.65,6.73,Low
45,Female,6.85,Average,Moderate,6.51,4.99,Low
34,Female,6.59,Good,High,8.01,7.52,Low
23,Male,7.29,Good,Low,8.03,6.64,Medium
36,Male,6.15,Good,Moderate,8.87,7.19,Low
55,Female,6.61,Average,Low,9.33,10.0,High
45,Male,6.59,Good,Low,6.97,5.73,Low
19,Female,7.14,Good,High,9.93,7.72,Low
55,Male,7.29,Good,Low,9.32,9.0,Medium
54,Male,6.61,Average,Moderate,9.51,7.28,High
21,Male,6.65,Average,Moderate,9.87,8.08,High
39,Female,6.77,Good,Low,6.37,9.35,Low
43,Male,8.48,Good,Moderate,7.36,6.9,Low
53,Female,4.42,Average,Moderate,11.47,10.0,High
30,Female,5.34,Average,High,10.82,10.0,High
49,Female,7.31,Average,Moderate,8.71,8.4,Medium
34,Male,6.82,Average,Moderate,8.71,8.88,Medium
58,Female,6.82,Good,High,8.67,8.54,Medium
53,Male,7.3,Good,High,9.13,7.9,Low
36,Male,6.76,Average,Moderate,7.49,7.43,Medium
52,Female,5.83,Poor,High,9.61,8.46,Medium
57,Female,7.25,Good,Moderate,7.09,5.6,Low
45,Female,6.53,Good,Moderate,8.29,9.05,Low
18,Female,5.96,Good,Moderate,5.83,3.37,Low
59,Female,7.33,Good,Moderate,6.63,6.65,Low
35,Male,7.28,Good,Low,7.2,6.62,Low
57,Male,6.76,Good,Low,7.73,5.86,Low
50,Female,8.56,Good,Low,6.04,7.16,Low
29,Female,8.09,Good,Low,5.49,4.31,Low
25,Female,7.7,Good,Moderate,6.9,6.22,Low
41,Male,9.0,Good,Moderate,7.3,8.2,Medium
33,Male,6.32,Good,Moderate,8.32,4.94,Low
21,Female,5.94,Average,Moderate,10.62,10.0,High
55,Female,7.53,Good,Moderate,8.95,8.21,Medium
44,Male,6.2,Good,Low,8.1,7.21,Medium
26,Male,6.51,Average,Low,9.17,6.35,Medium
33,Female,5.32,Good,Moderate,8.1,7.81,Low
29,Female,7.23,Good,High,6.51,6.59,Low
48,Male,4.73,Average,Low,10.4,10.0,High
41,Male,6.38,Good,Moderate,9.23,7.76,Low
31,Male,6.48,Good,Moderate,10.46,7.86,Low
42,Male,5.98,Average,High,8.82,8.64,Medium
51,Male,4.39,Poor,Low,10.82,8.71,High
20,Female,4.38,Poor,Low,10.74,10.0,High
41,Female,5.6,Good,Low,11.55,8.54,High
59,Male,7.15,Good,Low,9.46,9.81,Medium
26,Male,6.85,Average,Moderate,8.61,10.0,Medium
43,Male,6.48,Average,High,9.47,8.38,Medium
37,Male,5.44,Poor,Low,9.98,10.0,High
57,Female,6.91,Average,Moderate,9.38,9.7,Medium
27,Female,4.34,Average,Moderate,11.69,10.0,High
36,Female,4.0,Poor,Low,10.64,9.43,High
20,Female,6.21,Average,High,8.91,7.42,Medium
41,Male,5.84,Poor,Low,9.35,10.0,High
22,Male,7.72,Average,Low,7.46,8.72,Medium
20,Female,6.69,Average,High,7.7,5.82,Low
44,Male,8.48,Good,Low,6.92,7.02,Low
33,Female,5.84,Average,Low,8.55,6.76,Low
32,Male,7.08,Average,Low,7.22,7.77,High
52,Male,6.2,Average,Low,8.66,9.19,High
29,Female,8.16,Good,Moderate,7.16,4.67,Low
58,Male,6.26,Average,Moderate,10.21,9.02,High
43,Male,7.53,Good,Moderate,8.32,8.46,Medium
51,Male,5.21,Poor,Low,11.12,9.92,High
40,Female,6.0,Good,Moderate,11.13,10.0,High
48,Male,6.4,Average,High,7.9,5.17,Low
37,Male,8.02,Good,Low,7.83,9.51,High
29,Male,4.0,Average,Low,11.9,9.0,High
40,Female,6.1,Good,Low,9.21,5.23,Medium
21,Male,6.06,Good,High,10.01,9.49,Medium
40,Male,4.01,Average,Low,11.1,9.58,High
18,Female,5.94,Average,Moderate,9.86,9.04,Medium
42,Male,4.65,Average,Low,8.65,8.84,High
19,Male,4.0,Poor,Low,11.0,10.0,High
47,Male,6.19,Poor,Moderate,9.66,7.97,High
20,Female,6.14,Average,Moderate,10.09,10.0,High
38,Male,6.21,Average,Moderate,7.76,4.41,Low
42,Male,6.8,Average,Moderate,8.1,7.53,Medium
37,Female,5.44,Average,Moderate,8.28,9.49,High
39,Female,8.65,Good,High,5.88,6.54,Low
38,Male,6.46,Good,Low,8.92,8.32,Medium
50,Male,8.04,Average,Low,8.2,7.22,Medium
55,Male,4.48,Poor,Moderate,11.6,10.0,High
32,Female,5.5,Average,Moderate,9.77,8.42,High
32,Male,7.32,Good,Moderate,6.9,7.77,Low
42,Female,6.23,Good,Low,8.6,7.24,Medium
38,Male,5.21,Average,Low,12.0,10.0,High
41,Female,4.29,Poor,Moderate,9.03,9.14,High
22,Female,7.38,Poor,Low,6.17,9.04,Low
23,Female,7.28,Average,Moderate,7.93,6.97,Medium
40,Male,6.79,Good,Moderate,9.06,10.0,Medium
21,Female,5.9,Average,Moderate,10.14,7.2,Medium
44,Female,5.16,Good,High,10.19,10.0,High
35,Male,6.44,Good,Low,6.74,6.54,Low
38,Female,4.92,Poor,High,9.82,9.05,High
45,Female,5.6,Good,Low,7.28,8.19,Medium
52,Male,8.01,Average,Moderate,7.46,8.34,Medium
39,Female,4.28,Average,Moderate,11.27,10.0,High
57,Male,7.31,Good,Moderate,7.54,7.81,Medium
40,Male,8.29,Good,High,5.29,6.52,Low
20,Male,7.48,Good,Moderate,6.54,6.25,Low
57,Female,6.98,Good,Low,6.07,5.28,Low
27,Male,5.94,Poor,Moderate,9.0,8.55,High
42,Female,5.72,Poor,High,12.0,7.18,High
25,Female,4.0,Poor,High,10.88,10.0,High
28,Female,6.54,Poor,Moderate,7.96,8.88,Medium
22,Female,6.02,Good,High,9.24,9.4,Medium
54,Male,5.66,Good,Moderate,7.96,6.66,Medium
55,Male,6.48,Average,High,7.18,3.96,Low
46,Female,6.57,Good,Moderate,7.69,8.37,Low
22,Female,5.74,Poor,High,10.32,8.04,High
26,Male,8.44,Good,Moderate,6.96,4.94,Low
19,Male,7.38,Good,Moderate,7.43,8.62,Low
18,Male,7.58,Average,Low,8.32,5.79,Low
57,Female,6.38,Good,Moderate,10.67,9.21,Medium
47,Male,7.11,Good,Low,8.77,10.0,Medium
28,Male,5.43,Average,Low,8.35,6.84,High
45,Male,7.3,Good,Moderate,5.44,4.21,Low
29,Female,6.25,Good,High,6.66,7.42,Low
56,Male,5.27,Average,High,10.77,10.0,High
43,Male,6.47,Good,Moderate,7.62,4.85,Low
30,Male,6.15,Good,High,9.83,8.96,Medium
25,Female,9.0,Good,Moderate,5.45,7.58,Low
45,Female,7.02,Good,Low,8.45,10.0,Medium
47,Male,8.4,Good,Moderate,7.44,6.82,Low
26,Female,7.86,Good,High,6.2,7.08,Low
56,Female,6.55,Average,High,9.44,9.42,Medium
48,Male,5.97,Average,High,8.24,9.28,Medium
38,Female,4.41,Average,Low,9.75,8.69,High
51,Male,5.45,Average,Moderate,10.54,10.0,High
48,Female,7.3,Good,Moderate,8.46,6.83,Medium
42,Female,6.14,Average,Moderate,9.41,9.76,Medium
29,Male,6.95,Good,Low,6.73,5.21,Low
18,Male,4.06,Poor,Low,10.48,6.65,High
39,Male,7.04,Good,Moderate,8.79,9.07,Low
57,Female,7.82,Good,Low,9.92,10.0,High
54,Female,4.37,Poor,Moderate,12.0,10.0,High
18,Female,6.95,Good,Low,7.49,6.93,Medium
18,Female,8.11,Good,Low,6.1,8.13,Low
59,Male,8.52,Good,Moderate,8.56,7.33,Low
59,Male,5.9,Good,Moderate,9.82,6.23,Low
38,Male,7.44,Good,Low,7.0,8.31,Medium
32,Male,8.22,Average,Low,6.93,9.18,Medium
34,Male,6.98,Good,High,6.52,6.76,Low
39,Female,8.04,Good,Low,8.17,8.19,Low
55,Female,6.46,Good,Moderate,10.22,8.24,High
52,Male,6.97,Good,Moderate,9.88,8.67,Medium
33,Female,5.75,Average,Moderate,10.6,9.75,Medium
25,Female,6.3,Good,Low,8.32,7.89,Medium
34,Female,7.02,Average,Low,9.05,8.39,Medium
34,Male,5.66,Good,Low,11.09,5.05,Medium
43,Female,6.23,Average,Low,9.9,9.18,High
30,Male,7.41,Average,Moderate,8.61,6.04,High
34,Female,8.96,Good,Low,6.27,7.1,Low
55,Female,4.04,Average,Low,9.87,10.0,High
34,Male,8.87,Good,Moderate,8.36,8.69,Low
31,Male,6.19,Average,Low,8.77,6.42,Medium
23,Male,7.66,Good,Moderate,8.8,6.91,Medium
52,Male,7.89,Good,Moderate,10.08,8.96,Medium
31,Female,8.38,Good,Moderate,7.71,8.68,Low
25,Male,5.63,Poor,Moderate,10.78,10.0,High
32,Male,6.23,Good,High,7.65,7.9,Low
44,Female,6.44,Good,High,7.69,5.94,Medium
30,Female,6.07,Average,High,10.45,10.0,High
48,Female,8.08,Good,High,6.26,6.34,Low
52,Male,6.41,Good,High,6.98,6.29,Low
23,Male,4.56,Average,Moderate,8.45,7.18,High
22,Female,5.74,Average,Low,9.0,6.02,Medium
39,Female,4.61,Average,Moderate,10.11,10.0,High
40,Female,6.23,Average,Moderate,9.97,8.79,Medium
42,Male,7.31,Good,Low,6.5,5.51,Low
51,Female,5.71,Good,Moderate,10.94,10.0,High
43,Male,6.02,Average,Moderate,7.52,8.44,Medium
22,Male,6.17,Good,Low,7.41,4.59,Low
43,Female,6.67,Average,High,8.5,10.0,Medium
37,Male,7.12,Average,Low,7.94,10.0,High
23,Male,7.47,Good,Low,8.23,7.91,Medium
23,Male,9.0,Average,Low,4.59,5.57,Low
35,Male,6.65,Good,Low,8.77,10.0,Medium
21,Male,7.38,Good,Moderate,5.61,4.29,Low
34,Male,4.59,Average,High,7.78,6.66,High
31,Female,6.04,Poor,High,11.15,10.0,High
31,Male,6.18,Average,Low,10.08,10.0,High
30,Female,5.28,Poor,Low,9.72,8.86,High
24,Male,5.86,Good,Moderate,6.71,5.48,Medium
32,Female,6.37,Good,High,8.08,9.59,Medium
36,Female,5.89,Average,High,9.65,8.74,Medium
52,Female,9.0,Good,Low,5.45,5.82,Low
34,Male,7.11,Average,Low,9.76,10.0,Medium
52,Male,8.9,Average,Low,6.86,9.06,Medium
36,Male,8.29,Good,Moderate,5.6,6.28,Low
37,Male,5.73,Poor,Moderate,7.36,7.87,High
53,Male,6.55,Average,Low,9.5,10.0,High
52,Male,5.98,Good,High,10.03,8.68,Low
49,Female,6.31,Average,Moderate,9.6,7.9,Medium
57,Male,5.33,Poor,Moderate,11.69,9.63,High
41,Male,5.97,Average,Moderate,9.58,7.33,High
34,Male,6.93,Good,Moderate,8.18,6.09,Low
24,Female,6.9,Good,Moderate,9.02,10.0,Medium
18,Female,6.8,Good,Moderate,9.68,7.43,Medium
52,Female,6.43,Average,Moderate,9.39,8.98,High
49,Female,7.53,Good,Low,7.51,7.13,Low
53,Male,6.19,Poor,Low,9.97,10.0,High
30,Male,8.17,Average,Low,6.95,7.04,Low
23,Female,4.28,Poor,Low,10.13,10.0,High
31,Female,7.29,Average,High,7.86,7.31,Medium
54,Male,7.09,Average,Moderate,7.53,7.64,Medium
32,Female,5.69,Poor,Moderate,9.21,9.57,High
21,Female,6.07,Good,Low,7.91,7.84,Medium
57,Female,7.06,Average,Moderate,9.14,9.19,Medium
33,Female,7.6,Good,Moderate,7.66,7.79,Low
45,Male,4.4,Poor,Moderate,11.45,7.89,High
33,Female,7.25,Good,High,8.33,8.98,Low
21,Male,5.95,Poor,Moderate,7.97,9.35,Medium
43,Female,7.85,Average,High,8.74,7.92,Low
45,Female,4.29,Average,Moderate,10.44,9.0,High
49,Male,9.0,Good,Moderate,5.57,6.34,Low
19,Male,5.44,Good,Moderate,9.82,10.0,High
48,Female,8.22,Good,Moderate,7.06,6.52,Low
20,Female,6.42,Average,Moderate,11.7,10.0,High
25,Female,5.52,Average,Low,10.2,8.88,High
41,Male,6.82,Good,High,7.6,8.22,Low
32,Female,7.73,Good,Moderate,9.55,6.77,Medium
48,Female,4.64,Average,High,8.4,10.0,High
26,Male,7.34,Good,Moderate,7.08,7.51,Low
56,Female,6.49,Average,High,7.84,7.07,Low
19,Female,7.19,Good,Moderate,7.8,7.08,Medium
25,Female,6.51,Average,Moderate,8.91,8.65,Medium
24,Male,5.81,Average,Moderate,9.71,10.0,High
56,Female,5.16,Average,Low,10.34,10.0,High
59,Female,7.31,Good,Low,8.45,7.51,Low
33,Female,7.3,Good,High,7.63,7.48,Low
52,Female,7.29,Good,Low,9.26,8.7,Medium
47,Male,7.01,Average,Low,6.06,3.31,Low
27,Female,7.63,Average,High,4.31,4.67,Low
55,Female,8.19,Good,Low,7.7,7.71,Low
35,Female,4.25,Poor,High,10.35,7.88,High
22,Female,4.0,Average,Moderate,12.0,10.0,High
46,Male,8.56,Average,High,7.69,5.69,Medium
56,Female,4.89,Average,Moderate,10.82,8.05,High
51,Female,5.2,Poor,High,9.22,9.49,High
40,Male,6.15,Good,Low,9.66,9.18,High
22,Female,4.52,Poor,Low,10.0,8.32,High
47,Male,6.04,Good,Moderate,9.03,9.83,Medium
23,Female,5.36,Good,Low,9.25,8.84,High
21,Male,6.22,Good,Moderate,9.09,10.0,High
46,Male,6.84,Good,High,7.86,4.83,Low
40,Female,6.09,Good,Moderate,10.11,8.29,High
23,Male,6.03,Good,Moderate,9.51,10.0,Medium
49,Male,6.81,Poor,Low,7.58,8.03,Low
59,Female,7.75,Good,Moderate,6.71,6.54,Low
35,Female,8.42,Good,Moderate,5.06,4.94,Low
32,Female,6.24,Good,Moderate,6.42,7.02,Low
57,Female,8.69,Good,Low,7.43,5.48,Low
49,Female,7.55,Average,Moderate,7.02,4.76,Low
26,Female,5.02,Poor,Low,8.52,8.81,High
54,Female,4.99,Good,Low,10.54,10.0,High
27,Female,5.81,Good,Moderate,8.32,9.24,Medium
37,Female,8.23,Good,Moderate,6.69,6.04,Low
23,Male,5.9,Good,Moderate,7.55,6.58,Medium
20,Male,4.23,Poor,Moderate,11.55,10.0,High
59,Male,6.23,Good,Moderate,8.88,6.73,Medium
28,Male,4.12,Poor,Low,11.48,10.0,High
34,Male,5.23,Average,Moderate,9.26,8.04,Medium
49,Male,5.8,Average,Low,9.5,8.55,Medium
21,Male,6.68,Good,Low,6.57,6.34,Low
21,Female,7.73,Average,Moderate,10.0,9.77,Medium
34,Male,7.33,Average,Moderate,8.17,8.15,Medium
58,Male,5.08,Good,Low,11.97,10.0,High
36,Male,6.05,Good,Moderate,8.63,7.46,Medium
22,Male,6.59,Good,Moderate,7.15,9.69,Medium
49,Male,6.19,Average,Low,8.22,5.04,High
39,Female,6.18,Average,Moderate,8.77,8.87,Medium
23,Male,4.43,Average,Low,10.43,6.92,High
52,Male,5.12,Poor,Moderate,12.0,8.86,High
39,Female,6.02,Good,Moderate,7.95,6.1,Low
18,Male,4.0,Poor,Low,10.27,7.61,High
37,Female,7.27,Good,Low,8.59,7.1,Medium
39,Female,4.85,Average,Moderate,8.25,10.0,High
28,Female,7.32,Good,High,7.63,6.02,Low
30,Male,7.22,Good,Low,7.95,5.14,Medium
59,Male,5.85,Poor,High,9.67,9.51,High
20,Female,7.7,Good,High,7.72,7.77,Medium
26,Male,7.39,Good,Moderate,10.0,10.0,Medium
29,Male,6.13,Average,Low,7.81,7.41,Medium
40,Female,5.99,Poor,Low,8.24,4.34,High
31,Female,7.82,Good,Low,7.91,6.9,Medium
50,Male,6.78,Average,Low,8.49,7.27,Medium
35,Female,7.75,Good,High,7.67,5.52,Low
58,Female,4.0,Average,Moderate,9.31,7.67,High
26,Male,6.62,Good,Low,11.0,9.48,Medium
40,Male,4.61,Average,Moderate,10.93,9.56,High
27,Female,6.47,Good,Moderate,6.63,4.57,Low
36,Male,7.36,Good,Moderate,8.37,8.77,Low
22,Male,8.59,Good,High,5.09,8.02,Low
40,Male,5.37,Average,Moderate,10.74,9.94,High
47,Male,5.87,Good,Low,7.55,8.94,Medium
42,Male,6.39,Average,Moderate,9.82,9.15,Medium
45,Male,5.33,Poor,Low,8.21,6.18,Medium
51,Female,7.67,Good,Moderate,6.16,6.72,Low
42,Female,6.42,Good,Moderate,8.75,7.37,Low
27,Female,6.65,Average,Low,7.62,5.67,High
31,Female,7.24,Average,Moderate,7.09,6.85,Medium
59,Female,6.41,Good,Moderate,6.75,7.96,Low
47,Male,5.52,Good,High,9.08,7.85,Low
58,Male,6.42,Good,Low,9.64,10.0,High
42,Female,5.47,Average,Moderate,11.78,10.0,High
31,Male,6.63,Poor,High,9.36,7.73,High
52,Female,7.7,Good,Low,8.12,6.82,Medium
51,Male,5.09,Average,Moderate,7.88,10.0,High
27,Female,4.66,Poor,Moderate,10.31,8.71,High
52,Male,6.56,Average,Moderate,7.66,7.91,Medium
28,Female,5.58,Average,Moderate,7.61,7.96,High
28,Male,6.54,Average,Low,6.93,4.27,Medium
38,Female,6.88,Average,Moderate,8.92,5.68,Medium
38,Male,4.0,Poor,Low,10.33,10.0,High
39,Male,7.33,Average,Moderate,5.9,4.56,Low
24,Female,5.1,Average,High,9.14,8.42,High
34,Female,6.47,Average,Low,8.88,5.95,Low
19,Female,5.71,Average,Moderate,8.48,7.44,High
29,Female,5.84,Poor,Moderate,7.71,7.72,High
59,Female,8.53,Good,Moderate,5.37,2.67,Low
35,Female,6.88,Average,High,9.18,8.51,Medium
28,Female,7.59,Good,High,4.92,5.61,Low
33,Female,6.68,Good,Moderate,8.0,6.9,Medium
35,Male,7.24,Poor,Low,7.62,5.68,Medium
52,Male,7.0,Good,Low,7.09,6.4,Low
43,Male,6.81,Good,Low,7.04,6.37,Low
33,Male,7.83,Good,Moderate,8.35,10.0,Low
23,Female,6.69,Average,High,9.49,8.46,Medium
59,Male,9.0,Good,Low,6.13,5.59,Low
29,Male,7.65,Good,High,6.7,6.51,Low
30,Female,5.13,Good,Low,10.01,9.64,Medium
21,Male,6.29,Good,High,9.2,9.02,Medium
56,Female,6.98,Good,Moderate,7.89,8.2,Medium
19,Male,6.55,Average,Low,8.97,9.18,High
43,Male,7.32,Good,High,7.26,4.89,Low
44,Female,7.46,Good,Moderate,4.0,5.57,Low
44,Female,4.87,Average,Low,9.9,9.21,High
32,Male,8.04,Good,Moderate,7.78,6.51,Low
25,Male,5.9,Average,Low,9.14,8.56,High
24,Male,5.78,Poor,High,9.63,8.58,High
57,Female,5.78,Average,High,8.89,8.19,Medium
29,Female,7.47,Good,Low,7.3,7.37,Medium
30,Female,6.18,Average,Moderate,9.03,5.8,Medium
34,Female,5.7,Average,Low,11.63,10.0,High
34,Female,5.99,Poor,Low,10.02,9.99,High
53,Female,4.35,Poor,Moderate,11.5,10.0,High
38,Male,5.49,Good,Low,9.76,7.74,High
25,Female,5.01,Average,High,8.39,6.58,Low
22,Female,6.18,Average,Low,10.29,9.48,High
43,Male,7.3,Good,Low,8.79,9.36,Medium
33,Male,7.16,Average,Moderate,8.28,9.76,Medium
53,Female,8.01,Average,High,6.94,8.01,Low
45,Female,7.74,Good,Low,7.92,8.31,Low
46,Female,5.87,Average,High,8.85,4.38,Low
29,Female,6.52,Average,Moderate,9.35,7.62,Medium
54,Male,6.46,Good,Low,7.53,7.74,Medium
47,Male,4.0,Poor,Moderate,8.71,7.08,High
40,Male,5.04,Average,Moderate,8.52,6.57,High
33,Female,6.3,Poor,Moderate,8.87,6.62,Medium
31,Male,6.29,Good,Low,8.35,10.0,High
27,Female,7.11,Good,Moderate,7.71,5.45,Medium
24,Male,7.06,Good,Low,6.38,6.15,Medium
54,Female,4.38,Poor,Moderate,10.98,8.59,High
46,Female,7.12,Good,High,6.64,5.35,Low
20,Male,6.71,Average,Moderate,8.89,8.84,Low
32,Male,7.25,Average,Low,6.05,7.47,Medium
53,Female,7.78,Good,High,6.21,4.58,Low
36,Male,6.33,Good,High,7.5,7.33,Low
30,Female,7.99,Good,Moderate,7.7,7.22,Low
59,Female,5.43,Average,High,9.02,7.64,Low
38,Male,5.37,Good,Low,10.14,7.7,High
54,Male,7.01,Good,Low,9.36,10.0,High
44,Female,6.06,Good,Moderate,11.08,8.2,High
46,Female,6.81,Average,Low,8.47,5.97,Medium
37,Female,8.89,Good,Moderate,4.79,7.0,Low
42,Female,6.97,Average,Moderate,9.53,8.97,High
23,Female,6.75,Poor,High,10.06,7.27,High
53,Female,5.46,Poor,Low,9.47,8.51,High
19,Male,4.46,Average,Low,12.0,9.46,High
39,Male,6.41,Good,Moderate,8.99,10.0,High
49,Male,7.78,Good,High,5.23,5.3,Low
33,Female,6.11,Good,Moderate,8.13,8.49,Medium
35,Female,6.98,Average,Low,7.41,7.15,Low
22,Male,8.21,Good,Moderate,6.35,8.6,Low
53,Male,8.18,Good,Moderate,5.7,6.3,Low
47,Male,7.01,Good,Moderate,6.83,8.52,Low
36,Female,6.7,Good,Moderate,9.92,9.76,High
40,Female,4.68,Poor,Low,8.24,6.94,High
51,Female,5.74,Good,High,8.39,7.88,Medium
30,Male,6.16,Good,Low,9.59,8.39,High
46,Male,5.48,Average,Moderate,8.85,7.33,High
53,Male,6.8,Good,Low,8.68,6.46,Medium
39,Female,8.79,Good,Low,5.73,8.05,Low
53,Male,8.32,Good,High,7.2,3.95,Low
26,Male,6.79,Average,Low,6.96,8.87,Medium
56,Female,7.44,Good,Moderate,5.33,3.72,Low
36,Female,5.63,Average,Moderate,8.89,9.04,High
55,Male,8.26,Good,Moderate,4.59,4.33,Low
23,Female,4.63,Average,Moderate,10.29,6.7,High
32,Male,7.6,Good,Low,6.04,7.95,Low
37,Female,7.09,Good,Low,6.56,2.99,Low
26,Female,5.59,Good,Moderate,11.18,10.0,High
49,Female,6.25,Good,Moderate,9.08,8.55,Medium
21,Female,5.14,Average,Moderate,8.02,9.19,High
35,Female,5.19,Good,Low,9.75,9.76,High
22,Female,4.59,Average,Low,10.24,10.0,High
37,Male,7.42,Good,Low,5.1,6.92,Medium
40,Male,7.95,Good,Moderate,7.47,8.49,Low
28,Male,4.0,Poor,Moderate,12.0,10.0,High
54,Female,8.71,Good,Moderate,5.78,5.54,Low
39,Female,6.49,Poor,Moderate,8.16,7.37,High
21,Male,6.85,Good,Moderate,7.48,7.4,Low
46,Male,4.73,Poor,High,10.73,9.11,High
51,Male,8.08,Average,Moderate,6.62,9.91,Medium
30,Female,6.74,Good,Moderate,8.01,7.48,Low
59,Male,7.87,Good,Low,6.16,4.59,Low
26,Male,7.97,Good,Low,9.48,8.46,High
59,Male,8.1,Good,Low,6.59,5.36,Low
48,Male,5.72,Poor,Moderate,10.12,10.0,High
24,Female,6.25,Average,Low,9.07,8.5,Medium
21,Male,5.77,Poor,Moderate,6.16,7.26,Medium
36,Male,7.57,Average,Low,6.99,7.67,Medium
59,Female,6.9,Good,Moderate,6.72,8.12,Medium
47,Female,7.78,Good,Low,8.39,8.23,Medium
48,Female,7.84,Good,High,5.64,5.35,Low
52,Female,4.43,Poor,Moderate,11.16,9.88,High
38,Female,8.12,Good,Moderate,8.08,5.82,Low
48,Male,7.64,Good,Moderate,7.7,7.17,Low
36,Male,6.06,Poor,Moderate,8.94,10.0,High
48,Male,6.92,Good,Moderate,7.6,8.42,Low
49,Female,6.35,Average,High,8.5,7.79,Medium
19,Male,7.24,Good,Low,6.15,9.32,Low
